PROVINCE,DISTRICT,ASC,AI RANGE
NORTHERN,Mannar,Manthai,Manthai
NORTHERN,Mannar,Uyilan Kulam,Uyilan Kulam
NORTHERN,Mannar,Uyilan Kulam,Mathoddam
NORTHERN,Mannar,Palampiddi,Madhu
NORTHERN,Mannar,Palampiddi,Palampiddi
NORTHERN,Mannar,Irana Illuppai Kulam,Irana Illuppai Kulam
NORTHERN,Mannar,Nanattan,Vanchiyankulam
NORTHERN,Mannar,Nanattan,Nanattan
NORTHERN,Mannar,Nanattan,Aththikkuli
NORTHERN,Mannar,Murukkan,Murukkan
NORTHERN,Mannar,Palampiddi,Madovarayan Kaddaiydampan
NORTHERN,Mannar,Palampiddi,Thekkam
NORTHERN,Mannar,P.P. Potkerny,P.P. Potkerny
NORTHERN,Mannar,P.P. Potkerny,Arippu
NORTHERN,Mannar,Chilavathurai,Ahathi Murippu
NORTHERN,Mannar,Chilavathurai,Kondachchi
NORTHERN,Mannar,Chilavathurai,Mullikkulam
NORTHERN,Mannar,Mannar Island,Pattithoddam
NORTHERN,Mannar,Mannar Island,Erukkalampiddy
NORTHERN,Mannar,Mannar Island,Thoddavaly
NORTHERN,Mannar,Mannar Island,Talai Mannar
WESTERN ,Colombo,Kotte,Udahamulla
WESTERN ,Colombo,Kotte,Rathmalana
WESTERN ,Colombo,Kolonnawa,Kolonnawa
WESTERN ,Colombo,Malambe,Malambe
WESTERN ,Colombo,Maharagama,Maharagama
WESTERN ,Colombo,Kesbewa,Kesbewa
WESTERN ,Colombo,Kahatuduwa,Kahatuduwa
WESTERN ,Colombo,Homagama,Homagama
WESTERN ,Colombo,Padukka,Padukka
WESTERN ,Colombo,Kosgama,Kosgama
WESTERN ,Gampaha,Katana,Katana
WESTERN ,Gampaha,Badalgama,Badalgama
WESTERN ,Gampaha,Walpita,Walpita
WESTERN ,Gampaha,Meerigama,Meerigama
WESTERN ,Gampaha,Pallewela,Pallewela
WESTERN ,Gampaha,Pasyala,Pasyala
WESTERN ,Gampaha,Mabodala,Mabodala
WESTERN ,Gampaha,Minuwangoda,Minuwangoda
WESTERN ,Gampaha,Andiambalama,Andiambalama
WESTERN ,Gampaha,Andiambalama,Andiambalama 2
WESTERN ,Gampaha,Nugape - Pamunugama,Pamunugama
WESTERN ,Gampaha,Ja-Ela,Ja-Ela
WESTERN ,Gampaha,Galahitiyawa,Galahitiyawa
WESTERN ,Gampaha,Udugampola,Udugampola
WESTERN ,Gampaha,Bemmulla,Bemmulla
WESTERN ,Gampaha,Nittambuwa,Nittambuwa
WESTERN ,Gampaha,Urapola,Urapola
WESTERN ,Gampaha,Malwatuhiripitiya,Malwatuhiripitiya
WESTERN ,Gampaha,Udupila,Udupila
WESTERN ,Gampaha,Henarathgoda,Henarathgoda
WESTERN ,Gampaha,Suriyapaluwa,Suriyapaluwa
WESTERN ,Gampaha,Weke,Weke
WESTERN ,Gampaha,Dompe,Dompe
WESTERN ,Gampaha,Biyagama,Biyagama
WESTERN ,Gampaha,Kelaniya,Kelaniya
WESTERN ,Kaluthara,Panadura,Panadura 1
WESTERN ,Kaluthara,Panadura,Panadura 2
WESTERN ,Kaluthara,Panadura,Panadura 3
WESTERN ,Kaluthara,Bandaragama,Bandaragama 1
WESTERN ,Kaluthara,Bandaragama,Bandaragama 2
WESTERN ,Kaluthara,Kananwila,Kananwila 1
WESTERN ,Kaluthara,Kananwila,Kananwila 2
WESTERN ,Kaluthara,Kananwila,Kananwila 3
WESTERN ,Kaluthara,Kananwila,Kananwila 4
WESTERN ,Kaluthara,Ingiriya,Ingiriya 1
WESTERN ,Kaluthara,Ingiriya,Ingiriya 2
WESTERN ,Kaluthara,Ingiriya,Ingiriya 3
WESTERN ,Kaluthara,Bulathsinhala,Bulathsinhala 1
WESTERN ,Kaluthara,Bulathsinhala,Bulathsinhala 2
WESTERN ,Kaluthara,Bulathsinhala,Bulathsinhala 3
WESTERN ,Kaluthara,Bulathsinhala,Bulathsinhala 4
WESTERN ,Kaluthara,Madurawala ,Madurawala 1
WESTERN ,Kaluthara,Madurawala ,Madurawala 2
WESTERN ,Kaluthara,Millaniya,Millaniya 1
WESTERN ,Kaluthara,Millaniya,Millaniya 2
WESTERN ,Kaluthara,Millaniya,Millaniya 3
WESTERN ,Kaluthara,Millaniya,Millaniya 4
WESTERN ,Kaluthara,Pamunugama - Alubomulla,Pamunugama 1
WESTERN ,Kaluthara,Pamunugama - Alubomulla,Pamunugama 2
WESTERN ,Kaluthara,Moronthuduwa,Moronthuduwa 1
WESTERN ,Kaluthara,Moronthuduwa,Moronthuduwa 2
WESTERN ,Kaluthara,Nagoda,Nagoda 1
WESTERN ,Kaluthara,Nagoda,Nagoda 2
WESTERN ,Kaluthara,Nagoda,Nagoda 3
WESTERN ,Kaluthara,Dodangoda,Dodangoda 1
WESTERN ,Kaluthara,Dodangoda,Dodangoda 2
WESTERN ,Kaluthara,Dodangoda,Dodangoda 3
WESTERN ,Kaluthara,Dodangoda,Dodangoda 4
WESTERN ,Kaluthara,Warakagoda,Warakagoda 1
WESTERN ,Kaluthara,Warakagoda,Warakagoda 2
WESTERN ,Kaluthara,Halkandawila,Halkandawila 1
WESTERN ,Kaluthara,Halkandawila,Halkandawila 2
WESTERN ,Kaluthara,Halkandawila,Halkandawila 3
WESTERN ,Kaluthara,Matugama,Matugama 1
WESTERN ,Kaluthara,Matugama,Matugama 2
WESTERN ,Kaluthara,Matugama,Matugama 3
WESTERN ,Kaluthara,Matugama,Matugama 4
WESTERN ,Kaluthara,Padagoda,Padagoda 1
WESTERN ,Kaluthara,Padagoda,Padagoda 2
WESTERN ,Kaluthara,Padagoda,Padagoda 3
WESTERN ,Kaluthara,Agalawatta,Agalawatta 1
WESTERN ,Kaluthara,Agalawatta,Agalawatta 2
WESTERN ,Kaluthara,Agalawatta,Agalawatta 3
WESTERN ,Kaluthara,Pelawatta,Pelawatta 1
WESTERN ,Kaluthara,Pelawatta,Pelawatta 2
WESTERN ,Kaluthara,Pelawatta,Pelawatta 3
WESTERN ,Kaluthara,Pelawatta,Pelawatta 4
WESTERN ,Kaluthara,Ittepana,Ittepana 1
WESTERN ,Kaluthara,Ittepana,Ittepana 2
WESTERN ,Kaluthara,Ittepana,Ittepana 3
WESTERN ,Kaluthara,Walagedara ,Walagedara 1
WESTERN ,Kaluthara,Walagedara ,Walagedara 2
WESTERN ,Kaluthara,Walagedara ,Walagedara 3
WESTERN ,Kaluthara,Baduraliya,Baduraliya 1
WESTERN ,Kaluthara,Baduraliya,Baduraliya 2
WESTERN ,Kaluthara,Baduraliya,Baduraliya 3
WESTERN ,Kaluthara,Baduraliya,Baduraliya 4
SOUTHERN,Galle,Neluwa,Neluwa
SOUTHERN,Galle,Neluwa,Dellawa
SOUTHERN,Galle,Thawalama,Thawalama
SOUTHERN,Galle,Thawalama,Hiniduma
SOUTHERN,Galle,Opatha,Opatha
SOUTHERN,Galle,Pitigala,Pitigala
SOUTHERN,Galle,Niyagama,Niyagama
SOUTHERN,Galle,Nagoda,Mapalagama
SOUTHERN,Galle,Nagoda,Nagoda
SOUTHERN,Galle,Gonadeniya,Gonadeniya
SOUTHERN,Galle,Yakkalamulla,Walpala
SOUTHERN,Galle,Yakkalamulla,Yakkalamulla
SOUTHERN,Galle,Waduraba,Keembiya
SOUTHERN,Galle,Waduraba,Wanduramba
SOUTHERN,Galle,Urala,Urala
SOUTHERN,Galle,Baddegama,Baddegama
SOUTHERN,Galle,Baddegama,Balagoda
SOUTHERN,Galle,Ethkandura,Welivitiya
SOUTHERN,Galle,Ethkandura,Ethkandura
SOUTHERN,Galle,Ambana / Pinikahana,Pinikahana
SOUTHERN,Galle,Elpitiya,Elpitiya
SOUTHERN,Galle,Elpitiya,Thalgaspe
SOUTHERN,Galle,Pahalagamhaya,Pahalagamhaya
SOUTHERN,Galle,Gonagalapura,Gonagalapura
SOUTHERN,Galle,Ahungalla,Ahungalla
SOUTHERN,Galle,Ahungalla,Balapitiya
SOUTHERN,Galle,Uragasmanhandiya,Uragasmanhandiya
SOUTHERN,Galle,Karandeniya,Karandeniya
SOUTHERN,Galle,Ambalangoda,Ambalangoda
SOUTHERN,Galle,Weragoda,Weragoda
SOUTHERN,Galle,Batapola,Batapola
SOUTHERN,Galle,Aluthwala,Aluthwala
SOUTHERN,Galle,Aluthwala,Gonapinuwala
SOUTHERN,Galle,Pinkanda,Pinkanda
SOUTHERN,Galle,Ratgama,Katudampe
SOUTHERN,Galle,Ratgama,Ratgama
SOUTHERN,Galle,Keradewala,Keradewala
SOUTHERN,Galle,Labuduwa,Four Gravets
SOUTHERN,Galle,Labuduwa,Bope Poddala
SOUTHERN,Galle,Walahanduwa,Akmeemana
SOUTHERN,Galle,Walahanduwa,Walahanduwa
SOUTHERN,Galle,Pilana,Pilana
SOUTHERN,Galle,Pilana,Kalahe
SOUTHERN,Galle,Koggala,Koggala
SOUTHERN,Galle,Koggala,Angulugaha
SOUTHERN,Galle,Ahangama,Ahangama
SOUTHERN,Galle,Ahangama,Dikkumbura
SOUTHERN,Galle,Kodagoda,Kodagoda
SOUTHERN,Galle,Paragoda,Howpe
SOUTHERN,Matara,Deniyaya,Deniyaya 1
SOUTHERN,Matara,Deniyaya,Deniyaya 2
SOUTHERN,Matara,Beralapanathara,Beralapanathara
SOUTHERN,Matara,Urubokka,Urubokka
SOUTHERN,Matara,Pasgoda,Pasgoda
SOUTHERN,Matara,Morawaka,Pitabeddara
SOUTHERN,Matara,Morawaka,Morawaka
SOUTHERN,Matara,Akuressa,Akuressa North
SOUTHERN,Matara,Akuressa,Akuressa West
SOUTHERN,Matara,Akuressa,Akuressa East
SOUTHERN,Matara,Wilpita,Wilpita North
SOUTHERN,Matara,Wilpita,Wilpita South
SOUTHERN,Matara,Ransagoda,Ransagoda
SOUTHERN,Matara,Deiyandara,Deiyandara South
SOUTHERN,Matara,Deiyandara,Deiyandara North
SOUTHERN,Matara,Hakmana,Hakmana South
SOUTHERN,Matara,Hakmana,Hakmana East
SOUTHERN,Matara,Hakmana,Hakmana North
SOUTHERN,Matara,Kamburupitiya,Kamburupitiya Central
SOUTHERN,Matara,Kamburupitiya,Kamburupitiya West
SOUTHERN,Matara,Kananke,Kananke
SOUTHERN,Matara,Malimbada,Malimbada
SOUTHERN,Matara,Malimbada,Malimbada North
SOUTHERN,Matara,Weligama,Borala
SOUTHERN,Matara,Weligama,Denipitiya
SOUTHERN,Matara,Medaviyangoda,Yatiyana West
SOUTHERN,Matara,Medaviyangoda,Yatiyana South
SOUTHERN,Matara,Medaviyangoda,Yatiyana North
SOUTHERN,Matara,Thalalla,Dandeniya West
SOUTHERN,Matara,Thalalla,Thalalla
SOUTHERN,Matara,Kirinda Puhulwella,Kirinda Puhulwella
SOUTHERN,Matara,Dandeniya,Dandeniya
SOUTHERN,Matara,Kekanadura,Kekanadura North
SOUTHERN,Matara,Kekanadura,Kekanadura South
SOUTHERN,Matara,Madihagodagama,Madihagodagama
SOUTHERN,Matara,Mirissa,Mirissa
SOUTHERN,Matara,Mirissa,Pathegama
SOUTHERN,Hambantota,Katuwana,Katuwana
SOUTHERN,Hambantota,Katuwana,Middeniya
SOUTHERN,Hambantota,Walasmulla,Warapitiya
SOUTHERN,Hambantota,Walasmulla,Omara
SOUTHERN,Hambantota,Walasmulla,Walasmulla
SOUTHERN,Hambantota,Moradawana,Kanumuldeniya
SOUTHERN,Hambantota,Moradawana,Moradawana
SOUTHERN,Hambantota,Weeraketiya,Weeraketiya
SOUTHERN,Hambantota,Weeraketiya,Bedigama
SOUTHERN,Hambantota,Beliatta,Waharakgoda
SOUTHERN,Hambantota,Beliatta,Galagama
SOUTHERN,Hambantota,Beliatta,Beliatta
SOUTHERN,Hambantota,Netolpitiya,Tangalle
SOUTHERN,Hambantota,Netolpitiya,Netolpitiya
SOUTHERN,Hambantota,Netolpitiya,Kattakaduwa
SOUTHERN,Hambantota,Udayala,Udayala
SOUTHERN,Hambantota,Udayala,Attanayala
SOUTHERN,Hambantota,Meegasara,Meegasara
SOUTHERN,Hambantota,Meegasara,Wekandhawala
SOUTHERN,Hambantota,Agunakolapelessa,Agunakolapelessa South
SOUTHERN,Hambantota,Agunakolapelessa,Agunakolapelessa North
SOUTHERN,Hambantota,Lunama,IP
SOUTHERN,Hambantota,Meegahajadura,Meegahajadura West
SOUTHERN,Hambantota,Meegahajadura,Mayurapura
SOUTHERN,Hambantota,Meegahajadura,Meegahajadura East
SOUTHERN,Hambantota,Badagiriya,Badagiriya
SOUTHERN,Hambantota,Badagiriya,Hambantota
SOUTHERN,Hambantota,Weerawila,IP
SOUTHERN,Hambantota,Yodakandiya,Tissamaharama
SOUTHERN,Hambantota,Yodakandiya,Yodakandiya
SOUTHERN,Hambantota,Beralihela,IP
NORTH CENTRAL,Anuradhapura,Rajanganaya Left (IP),Abhayapura (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Left (IP),Parakumpura (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Left (IP),SaliyaAshokapura (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Left (IP),Jayanthipura (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Right (IP),Rajanganaya (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Right (IP),Angamuwa (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Right (IP),Adhikaripura (IP)
NORTH CENTRAL,Anuradhapura,Rajanganaya Right (IP),Puththalam Junction (IP)
NORTH CENTRAL,Anuradhapura,Usgala (IP),Usgala Left (IP)
NORTH CENTRAL,Anuradhapura,Usgala (IP),Usgala Right (IP)
NORTH CENTRAL,Anuradhapura,Neela Bamma (IP),Neela Bamma - Left Bank (IP)
NORTH CENTRAL,Anuradhapura,Neela Bamma (IP),Neela Bamma - Right Bank (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Dutuwawa (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Galenbidunuwawa (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Kiulekada (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Gomarankalla (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Padikaramaduwa (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Upuldeniya (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Mailagaswawa (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Getalawa (IP)
NORTH CENTRAL,Anuradhapura,Galenbidunuwawa (IP),Manankattiya (IP)
NORTH CENTRAL,Anuradhapura,Rabewa (IP),Rabewa Left Bank (IP)
NORTH CENTRAL,Anuradhapura,Rabewa (IP),Pandukabhayapura (IP)
NORTH CENTRAL,Anuradhapura,Rabewa (IP),Rabewa Right Bank (IP)
NORTH CENTRAL,Anuradhapura,Rabewa (IP),Wahamalgollewa (IP)
NORTH CENTRAL,Anuradhapura,Padawiya (IP),Mahasenpura (IP)
NORTH CENTRAL,Anuradhapura,Padawiya (IP),Balayawawa (IP)
NORTH CENTRAL,Anuradhapura,Padawiya (IP),Padawiya (IP)
NORTH CENTRAL,Anuradhapura,Padawiya (IP),Parakramapura (IP)
NORTH CENTRAL,Anuradhapura,Wahalkada (IP),Wahalkada (IP)
NORTH CENTRAL,Anuradhapura,Kabithigollewa (IP),Kabithigollewa (IP)
NORTH CENTRAL,Anuradhapura,Horowpathana (IP),Horowpathana (IP)
NORTH CENTRAL,Anuradhapura,Nachchaduwa (IP),Nachchaduwa (IP)
NORTH CENTRAL,Anuradhapura,Nachchaduwa (IP),Madawalagama (IP)
NORTH CENTRAL,Anuradhapura,Nachchaduwa (IP),Divulwawa (IP)
NORTH CENTRAL,Anuradhapura,Nachchaduwa (IP),Hidogama (IP)
NORTH CENTRAL,Anuradhapura,Nachchaduwa (IP),Shravasthipura (IP)
NORTH CENTRAL,Anuradhapura,Nuwarawawa (IP),Pahiyankadawala (IP)
NORTH CENTRAL,Anuradhapura,Nuwarawawa (IP),Thisawawa (IP)
NORTH CENTRAL,Anuradhapura,Nuwarawawa (IP),Nuwarawawa (IP)
NORTH CENTRAL,Anuradhapura,Wilachchiya (IP),Wilachchiya - Right Bank (IP)
NORTH CENTRAL,Anuradhapura,Wilachchiya (IP),Wilachchiya - Left Bank (IP)
NORTH CENTRAL,Anuradhapura,Dewahuwa (IP),Dewahuwa (IP)
NORTH CENTRAL,Anuradhapura,Dewahuwa (IP),Budugehinna (IP)
EASTERN,Ampara,Mayadunna (IP),Mayadunna (IP)
EASTERN,Ampara,Mayadunna (IP),Rajagalatenna (IP)
EASTERN,Ampara,Mayadunna (IP),Galapitagala (IP)
EASTERN,Ampara,Mayadunna (IP),Werankatagoda (IP)
EASTERN,Ampara,Mayadunna (IP),Walagampura (IP)
EASTERN,Ampara,Uhana (IP),Galahitiyagoda (IP)
EASTERN,Ampara,Uhana (IP),Kumarigama (IP)
EASTERN,Ampara,Uhana (IP),Udayagiriya (IP)
EASTERN,Ampara,Uhana (IP),Himidurawa (IP)
EASTERN,Ampara,Central Camp (IP),Tissapura (IP)
EASTERN,Ampara,Central Camp (IP),Weeragoda (IP)
EASTERN,Ampara,Central Camp (IP),Veheragama (IP)
EASTERN,Ampara,Central Camp (IP),Buddangala (IP)
EASTERN,Ampara,Central Camp (IP),Udayapura (IP)
EASTERN,Ampara,Namalthalawa (IP),Paragahakele (IP)
EASTERN,Ampara,Namalthalawa (IP),Abagahawalla (IP)
EASTERN,Ampara,Namalthalawa (IP),Wavinna  (IP)
EASTERN,Ampara,Namalthalawa (IP),Bodagolla (IP)
EASTERN,Ampara,Namalthalawa (IP),Namalthalawa - Ampara (IP)
EASTERN,Ampara,Namalthalawa (IP),Namaloya (IP)
EASTERN,Ampara,Pallanoya (IP),Dewalahinda (IP)
EASTERN,Ampara,Pallanoya (IP),Wadinagala (IP)
EASTERN,Ampara,Pallanoya (IP),Kethsirigama (IP)
EASTERN,Ampara,Pallanoya (IP),Koknahara  (IP)
EASTERN,Ampara,Damana (IP),Pahalalanda (IP)
EASTERN,Ampara,Damana (IP),Padagoda  (IP)
EASTERN,Ampara,Damana (IP),Galmaduwa (IP)
EASTERN,Ampara,Damana (IP),Higurana (IP)
EASTERN,Ampara,Damana (IP),Keenawatta (IP)
EASTERN,Ampara,Damana (IP),Damana (IP)
EASTERN,Ampara,Thottama (IP),Madawalalanda (IP)
EASTERN,Ampara,Thottama (IP),Weheragala   (IP)
EASTERN,Ampara,Thottama (IP),Mahanagapura (IP)
EASTERN,Ampara,Thottama (IP),Eggaloya (IP)
EASTERN,Ampara,Thottama (IP),Pannalgama (IP)
EASTERN,Ampara,Thottama (IP),Thibirigolla (IP)
EASTERN,Ampara,Sammanthurai (IP),Sammanthurai North (IP)
EASTERN,Ampara,Sammanthurai (IP),Sammanthurai West (IP)
EASTERN,Ampara,Sammanthurai (IP),Block J-1 (IP)
EASTERN,Ampara,Sammanthurai (IP),Block J-2 (IP)
EASTERN,Ampara,Malwatta (IP),Malwatta - North (IP)
EASTERN,Ampara,Malwatta (IP),Malwatta - East  (IP)
EASTERN,Ampara,Malwatta (IP),Malwatta - South (IP)
EASTERN,Ampara,Malwatta (IP),Malwatta - West  (IP)
EASTERN,Ampara,Annamalai (IP),Chavalakadai  (IP)
EASTERN,Ampara,Annamalai (IP),Central Camp - East (IP)
EASTERN,Ampara,Annamalai (IP),Annamalai (IP)
EASTERN,Ampara,Annamalai (IP),Sorikalmunai (IP)
EASTERN,Ampara,Irakkamam (IP),Kuduvil (IP)
EASTERN,Ampara,Irakkamam (IP),Irakkamam (IP)
EASTERN,Ampara,Irakkamam (IP),Varipathanchenai (IP)
EASTERN,Ampara,Irakkamam (IP),Wankamam (IP)
EASTERN,Ampara,Alimnahar (IP),Alimnagar (IP)
EASTERN,Ampara,Alimnahar (IP),Ilukkuchchenai (IP)
EASTERN,Ampara,Akkaraipattu - West (IP),Issankerni chemai (IP)
EASTERN,Ampara,Akkaraipattu - West (IP),Pallikkudiyiruppu (IP)
EASTERN,Ampara,Akkaraipattu - West (IP),Paddiyadipitty (IP)
EASTERN,Ampara,Akkaraipattu - West (IP),4th Mile Post (IP)
EASTERN,Ampara,Addalachenai (IP),Addalachchenai East (IP)
EASTERN,Ampara,Addalachenai (IP),Sampunahar (IP)
EASTERN,Ampara,Addalachenai (IP),Alamkulam (IP)
EASTERN,Ampara,Palamunai (IP),Palamunai (IP)
EASTERN,Ampara,Palamunai (IP),Oluvil (IP)
EASTERN,Ampara,Palamunai (IP),Deegawapiya (IP)
EASTERN,Ampara,Akkaraipattu - East (IP),Akkaraipattu - East (IP)
EASTERN,Ampara,Akkaraipattu - East (IP),Alayadivembu (IP)
EASTERN,Ampara,Akkaraipattu - East (IP),Kannagipuram (IP)
EASTERN,Ampara,Akkaraipattu - East (IP),Aligambai (IP)
EASTERN,Ampara,Thambiluvil (IP),Sagamam (IP)
EASTERN,Ampara,Thambiluvil (IP),Vinayagapuram (IP)
EASTERN,Ampara,Thambiluvil (IP),Thandiyadi (IP)
EASTERN,Ampara,Thambiluvil (IP),Thambiluvil (IP)
EASTERN,Ampara,Komari (IP),Komari - 1 (IP)
EASTERN,Ampara,Komari (IP),Komari - 2 (IP)
EASTERN,Ampara,Pottuvil (IP),Senkamam (IP)
EASTERN,Ampara,Pottuvil (IP),Rottai (IP)
EASTERN,Ampara,Pottuvil (IP),Pottuvil (IP)
EASTERN,Ampara,Pottuvil (IP),Kirankovai (IP)
EASTERN,Ampara,Pottuvil (IP),Ullai (IP)
EASTERN,Ampara,Ninthavur (IP),Ninthavur North (IP)
EASTERN,Ampara,Ninthavur (IP),Ninthavur central (IP)
EASTERN,Ampara,Ninthavur (IP),Ninthavur South  (IP)
EASTERN,Ampara,Ninthavur (IP),Ninthavur East - West (IP)
EASTERN,Ampara,Karaithivu (IP),Karaithivu North (IP)
EASTERN,Ampara,Karaithivu (IP),Karaithivu  South (IP)
EASTERN,Ampara,Karaithivu (IP),Karaithivu (IP)
EASTERN,Ampara,Sainthamaruthu (IP),Sainthamaruthu North (IP)
EASTERN,Ampara,Sainthamaruthu (IP),Sainthamaruthu West (IP)
EASTERN,Ampara,Kalmunai (IP),Kalmunai North (IP)
EASTERN,Ampara,Kalmunai (IP),Kalmunai South (IP)
EASTERN,Ampara,Neelawanai (IP),Neelawanai (IP)
EASTERN,Ampara,Neelawanai (IP),Pandiruppu (IP)
EASTERN,Ampara,Chenaikudy iruppu (IP),Chenaikudiyiruppu  (IP)
EASTERN,Ampara,Chenaikudy iruppu (IP),Natpittimunai (IP)
